Time,Particle,Mass,PositionX,PositionY,VectorX,VectorY,AccelerationX,AccelerationY
0,1,1.76999e+12,122.599,8.54403,2.06749,29.9488,0,0
0,2,7.54193e+12,410.424,-123.363,-25.111,257.334,0,0
0,3,1.5831e+12,145.492,-55.1151,66.9606,-12.1344,0,0
0,4,5.23454e+12,-247.269,-288.837,77.6136,-47.4678,0,0
0,5,8.30893e+12,-193.634,-447.359,158.483,-101.04,0,0
0,6,8.99559e+12,-225.277,-110.329,-65.4905,-144.257,0,0
0,7,9.01327e+12,-664.024,501.848,-374.476,-612.118,0,0
0,8,3.34314e+12,-382.981,-483.688,260.549,-247.768,0,0
0,9,6.85165e+12,-453.932,133.867,-20.473,-178.481,0,0
0,10,7.73088e+12,197.462,-619.654,411.386,39.797,0,0
0,11,6.48749e+12,-304.215,167.307,-60.7204,-173.929,0,0
0,12,4.70347e+12,-529.215,210.665,-50.3341,-247.069,0,0
0,13,3.38574e+12,-73.2364,17.9182,62.6233,94.1845,0,0
0,14,1.4852e+12,361.106,-83.3776,-68.8703,226.775,0,0
0,15,5.47371e+12,61.0653,1.96424,37.3741,94.3988,0,0
0,16,3.52455e+12,-27.7502,16.3705,67.6373,-24.8185,0,0
0,17,4.36999e+12,49.2468,153.944,71.7321,26.9019,0,0
0,18,1.09643e+12,204.301,-638.448,418.846,46.8704,0,0
0,19,6.41787e+12,84.3311,-389.778,95.9668,30.6468,0,0
0,20,5.9703e+12,69.7746,-52.5887,26.0452,47.7762,0,0
0,21,7.51931e+12,65.9458,-198.714,54.5164,33.7285,0,0
0,22,6.37337e+12,127.613,287.365,-157.229,69.8035,0,0
0,23,6.29701e+12,376.32,146.125,-39.9051,168.3,0,0
0,24,3.65122e+12,-483.705,-319.781,207.585,-379.638,0,0
0,25,1.02013e+12,205.985,784.286,-675.036,96.6733,0,0
0,26,8.33884e+12,63.3548,87.2956,-32.9028,76.0628,0,0
0,27,9.8092e+12,-987.196,-69.8745,169.026,-1027.2,0,0
0,28,7.97507e+12,104.803,172.789,45.0953,69.8173,0,0
0,29,6.03977e+12,-122.666,156.306,-5.12637,-50.8446,0,0
0,30,1.4485e+12,183.701,5.1782,66.9896,-1.41161,0,0
0,31,5.52781e+12,94.086,117.119,14.7109,-48.5451,0,0
0,32,2.22098e+12,84.9263,93.1463,33.6301,80.0228,0,0
0,33,9.07503e+12,-234.259,166.668,-72.1205,-130.684,0,0
0,34,5.67247e+12,-706.417,-110.549,118.986,-515.156,0,0
0,35,1.97642e+12,501.181,833.507,-798.056,440.882,0,0
0,36,2.64244e+12,274.872,232.787,-36.0816,2.90158,0,0
0,37,4.67545e+12,-395.412,378.673,-247.251,-169.421,0,0
0,38,8.01754e+12,913.41,33.9701,35.8599,820.405,0,0
0,39,6.02959e+12,256.086,-157.01,124.84,23.8876,0,0
0,40,4.34841e+12,458.212,-180.088,72.2865,172.811,0,0
0,41,5.92608e+12,108.872,500.525,-185.486,1.74296,0,0
0,42,4.71504e+12,714.22,-558.595,488.313,696.863,0,0
0,43,2.37956e+12,321.924,-571.091,353.652,286.91,0,0
0,44,3.4611e+12,-241.151,-249.036,34.2849,-87.7732,0,0
0,45,9.42069e+12,907.055,-125.375,152.007,836.04,0,0
0,46,9.3917e+12,453.904,91.0784,-8.29225,158.994,0,0
0,47,8.33465e+12,793.403,-554.998,477.908,776.817,0,0
0,48,5.29272e+12,467.931,402.687,-227.524,337.67,0,0
0,49,1.02959e+12,104.874,-53.3368,104.749,13.0448,0,0
0,50,9.88465e+12,224.764,-47.5442,-83.4864,25.7418,0,0
0,51,1.93868e+12,-555.436,-280.732,263.248,-275.634,0,0
0,52,1.32533e+12,-3.05887,582.16,-359.43,94.2249,0,0
0,53,2.33826e+12,248.686,271.96,-116.039,122.152,0,0
0,54,6.83244e+12,-313.655,102.727,-44.2492,-83.0183,0,0
0,55,3.45886e+12,-78.1398,248.772,-125.083,-104.627,0,0
0,56,2.21529e+12,-806.474,-366.244,238.849,-653.395,0,0
0,57,3.42047e+12,-17.3934,-25.6634,17.6526,-38.3846,0,0
0,58,8.2442e+12,399.559,317.928,-235.647,189.582,0,0
0,59,2.94168e+12,-161.724,79.7457,25.7019,2.9554,0,0
0,60,4.55976e+12,-287.668,-348.832,161.891,-204.479,0,0
0,61,8.18267e+12,386.359,-24.9077,20.9311,103.642,0,0
0,62,6.23186e+12,-389.538,-672.677,461.775,-320.362,0,0
0,63,5.51029e+12,152.697,-312.043,61.123,-23.7803,0,0
0,64,2.31646e+12,255.153,26.6394,14.9072,121.072,0,0
0,65,9.79434e+12,-364.464,47.996,-72.9667,-195.231,0,0
0,66,2.38399e+12,863.502,-365.906,252.415,826.539,0,0
0,67,9.35597e+12,-47.1267,24.2398,73.8982,86.3565,0,0
0,68,4.36402e+12,513.244,612.546,-401.176,465.847,0,0
0,69,1.03204e+12,-783.371,-490.999,417.487,-687.004,0,0
0,70,1.4532e+12,601.96,382.116,-205.488,500.921,0,0
0,71,9.82161e+12,-9.67048,-5.09162,-86.9443,-46.537,0,0
0,72,8.76968e+12,147.15,263.898,4.52979,72.4829,0,0
0,73,4.17277e+12,236.751,-585.061,281.639,97.2559,0,0
0,74,2.2752e+12,-390.568,188.943,-173.206,-181.786,0,0
0,75,3.83729e+12,130.931,-148.727,57.5638,77.4439,0,0
0,76,7.48523e+12,-473.168,182.609,-177.037,-219.709,0,0
0,77,2.5474e+12,-330.076,516.584,-254.97,-258.026,0,0
0,78,1.66944e+12,224.702,21.9973,90.0967,114.116,0,0
0,79,1.58389e+12,278.48,310.173,-45.3389,194.727,0,0
0,80,8.11871e+12,597.971,-632.644,637.862,442.193,0,0
0,81,5.92963e+12,391.384,-551.775,427.198,194.273,0,0
0,82,5.51794e+12,-89.9473,-186.643,-45.4113,-2.18061,0,0
0,83,9.48086e+12,241.673,-792.084,650.783,186.065,0,0
0,84,1.32182e+12,366.21,-633.027,538.217,286.206,0,0
0,85,2.3912e+12,364.789,179.114,-13.7691,139.18,0,0
0,86,9.5425e+12,-558.687,-114.716,-33.0984,-306.452,0,0
0,87,4.04586e+12,-107.327,-76.2357,57.4636,-72.9734,0,0
0,88,2.64967e+12,450.958,8.95655,1.04391,220.092,0,0
0,89,8.89829e+12,804.286,9.92046,-76.2542,711.882,0,0
0,90,2.89847e+12,-166.394,455.471,-308.846,-73.4021,0,0
0,91,2.15872e+12,-217.848,339.44,-211.375,-120.937,0,0
0,92,2.72893e+12,375.269,-320.161,203.199,267.598,0,0
0,93,5.11569e+12,139.609,-156.669,121.972,75.4368,0,0
0,94,6.77266e+12,243.648,47.9338,72.6694,126.887,0,0
0,95,4.46521e+12,784.626,68.2851,-24.9692,533.063,0,0
0,96,5.35482e+12,-36.1028,134.768,-52.048,-0.361761,0,0
0,97,6.76122e+12,-231.336,177.065,-146.58,-120.572,0,0
0,98,2.09709e+12,-489.566,329.855,-139.526,-334.471,0,0
0,99,5.85038e+12,-154.657,208.188,-30.7503,-97.4615,0,0
0,100,6.55674e+12,-292.058,-692.986,532.547,-254.594,0,0
0,101,9.6574e+12,356.992,-204.255,148.798,169.141,0,0
0,102,1.4536e+12,-29.302,-750.625,626.628,-20.1294,0,0
0,103,6.04332e+12,89.8513,-632.278,500.644,118.001,0,0
0,104,5.41223e+12,191.495,-517.184,227.853,30.4051,0,0
0,105,3.70199e+12,130.441,102.196,-89.3873,110.432,0,0
0,106,1.94171e+12,-1.31017,-42.1614,68.2392,30.1256,0,0
0,107,8.12627e+12,181.042,412.154,-205.377,-7.60396,0,0
0,108,1.97835e+12,518.738,7.65332,-99.8159,298.958,0,0
0,109,1.62887e+12,-120.552,-179.412,50.7953,-110.571,0,0
0,110,6.31034e+12,925.631,187.003,-136.197,901.124,0,0
0,111,6.80112e+12,40.1234,-642.01,318.918,50.0982,0,0
0,112,7.14833e+12,805.248,215.111,-120.503,649.038,0,0
0,113,5.94533e+12,-563.18,499.203,-384.869,-500.166,0,0
0,114,5.58969e+12,304.896,-94.4904,44.1958,145.806,0,0
0,115,6.62147e+12,-419.18,633.745,-446.352,-263.64,0,0
0,116,9.23315e+12,271,49.8841,-67.1691,56.7789,0,0
0,117,5.72066e+12,317.028,67.7733,74.411,115.032,0,0
0,118,5.50141e+12,238.327,-350.97,90.2115,192.42,0,0
0,119,8.89795e+12,-418.794,229.37,-148.432,-131.762,0,0
0,120,4.39823e+12,126.949,-220.677,86.2254,122.226,0,0
0,121,3.47996e+12,-505.302,489.123,-253.656,-305.478,0,0
0,122,3.26551e+12,103.467,-894.68,734.001,160.625,0,0
0,123,2.62916e+12,-462.228,-235.538,146.864,-327.269,0,0
0,124,7.1926e+12,-323.646,623.569,-535.544,-199.085,0,0
0,125,4.30221e+12,217.79,-952.502,969.542,292.589,0,0
0,126,2.6862e+12,691.394,-128.217,106.472,409.659,0,0
0,127,3.6812e+12,-447.716,23.4505,57.5425,-273.349,0,0
0,128,9.80808e+12,290.744,619.69,-503.367,158.857,0,0
0,129,8.25126e+12,939.934,-287.03,300.329,858.993,0,0
0,130,5.1645e+12,490.334,727.175,-635.784,369.591,0,0
0,131,1.55485e+12,-148.035,-843.778,773.911,-57.9739,0,0
0,132,2.91642e+12,40.2961,99.5539,63.9446,-17.3496,0,0
0,133,7.52947e+12,352.573,-305.087,127.843,116.263,0,0
0,134,8.45984e+12,-113.282,-483.915,283.114,40.3984,0,0
0,135,6.72635e+12,-154.442,70.2271,20.9201,67.6313,0,0
0,136,9.03811e+12,-152.096,-242.065,25.8559,-55.9013,0,0
0,137,9.23294e+12,768.39,-204.473,175.743,704.762,0,0
0,138,9.30676e+12,247.217,211.492,-162.64,173.219,0,0
0,139,8.30281e+12,245.775,78.3109,-114.358,-7.9474,0,0
0,140,4.26392e+12,429.624,882.287,-856.642,453.768,0,0
0,141,1.31666e+12,389.188,442.373,-231.374,257.735,0,0
0,142,4.30756e+12,-195.009,-46.4562,89.5798,51.4516,0,0
0,143,2.16058e+12,-277.372,436.167,-300.838,-84.3845,0,0
0,144,9.18502e+12,-635.245,575.857,-431.891,-471.304,0,0
0,145,5.89972e+12,366.757,334.253,-203.786,152.693,0,0
0,146,5.85028e+12,-288.341,-11.1863,56.2652,-40.3858,0,0
0,147,5.61064e+12,-123.613,496.384,-172.483,-83.6648,0,0
0,148,1.73937e+12,-190.79,-297.376,174.848,-94.8839,0,0
0,149,8.31293e+12,244.415,89.1762,26.1339,162.558,0,0
0,150,4.2369e+12,-47.9307,-23.0461,-68.2279,-97.4727,0,0
0,151,7.6231e+12,562.971,-205.671,210.414,288.123,0,0
0,152,6.31388e+12,7.4385,-127.791,-58.5446,-84.1971,0,0
0,153,7.11747e+12,-929.51,-190.395,91.2432,-805.381,0,0
0,154,1.91674e+12,-855.479,374.024,-350.969,-794.382,0,0
0,155,4.79511e+12,-419.385,244.174,-215.189,-194.347,0,0
0,156,3.89126e+12,-344.424,270.15,-67.7182,-106.725,0,0
0,157,7.65634e+12,-15.1228,311.829,-46.8472,-103.267,0,0
0,158,8.61314e+12,-65.9959,-222.809,-37.1194,-103.615,0,0
0,159,1.72855e+12,96.851,653.875,-389.991,77.8453,0,0
0,160,2.59132e+12,-458.865,-95.7924,46.5313,-219.964,0,0
0,161,3.7673e+12,-179.898,26.9816,-99.8172,-123.488,0,0
0,162,5.17252e+12,20.4423,393.007,-154.304,37.2356,0,0
0,163,5.88869e+12,-56.1305,-126.053,24.5272,61.3065,0,0
0,164,7.35217e+12,123.765,212.135,-72.9261,5.06973,0,0
0,165,5.72355e+12,693.519,-559.161,497.211,713.048,0,0
0,166,7.91108e+12,-660.665,594.039,-601.559,-495.674,0,0
0,167,4.96185e+12,-652.278,-374.471,379.292,-494.873,0,0
0,168,7.17336e+12,262.221,449.558,-262.681,71.6372,0,0
0,169,9.06383e+12,-62.0308,-179.92,65.3358,62.6098,0,0
0,170,1.60947e+12,11.9807,665.266,-465.174,41.169,0,0
0,171,1.97475e+12,-88.7487,-496.165,163.46,9.16315,0,0
