Time,Particle,Mass,PositionX,PositionY,VectorX,VectorY,AccelerationX,AccelerationY
0,1,2.78341e+12,963.339,-530.454,594.311,1073.17,0,0
0,2,7.93903e+12,-597.292,-687.537,677.295,-464.951,0,0
0,3,7.09142e+12,-979.344,68.8633,-149.583,-876.401,0,0
0,4,4.56155e+12,-573.484,-813.943,755.172,-545.561,0,0
0,5,6.52702e+12,967.518,-677.139,862.028,1155.43,0,0
0,6,7.46836e+12,-191.018,390.322,-163.063,-177.466,0,0
0,7,9.54689e+12,-804.104,-25.4195,91.6835,-692.806,0,0
0,8,9.82043e+12,440.576,678.685,-615.818,358.264,0,0
0,9,3.36839e+12,311.598,-905.366,858.571,244.294,0,0
0,10,8.04557e+12,-990.426,692.607,-849.178,-1180.63,0,0
0,11,9.32856e+12,-733.87,-469.656,311.457,-551.857,0,0
0,12,6.55548e+12,483.664,-354.207,241.554,344.567,0,0
0,13,2.28191e+12,-571.427,-27.4343,14.8369,-327.361,0,0
0,14,1.92224e+12,841.85,254.49,-162.731,839.62,0,0
0,15,8.71396e+12,888.935,549.539,-594.986,893.11,0,0
0,16,2.46169e+12,842.155,-977.02,1248.15,1176.88,0,0
0,17,5.83406e+12,-384.417,259.082,-118.611,-181.499,0,0
0,18,1.51856e+12,735.993,-240.824,285.263,513.558,0,0
0,19,5.93583e+12,-85.8856,-438.923,237.651,46.6411,0,0
0,20,8.39835e+12,590.209,-81.6361,62.8919,394.93,0,0
0,21,2.57271e+12,-8.89003,626.688,-451.846,34.3029,0,0
0,22,4.74398e+12,907.01,-420.649,507.374,1001.15,0,0
0,23,5.11952e+12,-513.072,781.273,-722.306,-387.126,0,0
0,24,6.76705e+12,-234.36,933.023,-891.833,-150.754,0,0
0,25,5.40768e+12,911.049,-855.745,1043.04,1122.61,0,0
0,26,4.12018e+12,-673.464,666.934,-636.151,-578.086,0,0
0,27,8.50294e+12,898.998,-536.237,569.261,947.948,0,0
0,28,5.10543e+12,517.442,-489.445,341.334,392.823,0,0
0,29,7.8621e+12,503.172,757.383,-769.217,547.582,0,0
0,30,3.60754e+12,221.3,-887.083,777.428,120.902,0,0
0,31,7.00026e+12,-917.5,185.207,-115.947,-874.333,0,0
0,32,5.04176e+12,635.916,551.938,-414.377,570.209,0,0
0,33,6.92439e+12,-406.83,637.588,-436.182,-349.107,0,0
0,34,1.28715e+12,27.4832,54.3387,-38.0864,-21.8989,0,0
0,35,1.94029e+12,-188.284,-877.864,742.141,-247.458,0,0
0,36,4.07062e+12,823.772,248.727,-165.855,717.277,0,0
0,37,3.6477e+12,652.295,535.578,-456.112,640.335,0,0
0,38,6.08086e+12,-722.127,637.78,-609.107,-754.655,0,0
0,39,7.25094e+12,-436.237,-140.451,29.0484,-237.258,0,0
0,40,7.1523e+12,-124.589,281.636,-28.5944,-122.171,0,0
0,41,3.49273e+12,-58.2471,-457.142,135.38,-105.986,0,0
0,42,6.45977e+12,-478.439,-319.366,246.497,-364.91,0,0
0,43,5.98525e+12,-853.287,-424.618,449.454,-868.545,0,0
0,44,7.8436e+12,420.467,873.833,-847.943,437.163,0,0
0,45,4.35408e+12,453.927,903.341,-863.66,393.684,0,0
0,46,3.93143e+12,585.095,570.079,-366.282,428.795,0,0
0,47,3.14318e+12,-899.083,-421.954,487.014,-894.226,0,0
0,48,6.86662e+12,-750.166,164.222,-191.478,-638.194,0,0
0,49,5.68282e+12,409.37,-792.69,686.801,322.965,0,0
0,50,1.15676e+12,293.564,-167.833,63.0148,83.4312,0,0
0,51,4.54711e+12,996.636,524.669,-658.073,1218.32,0,0
0,52,4.03455e+12,-574.986,552.129,-536.856,-490.258,0,0
0,53,4.4672e+12,-364.784,-857.392,705.45,-415.761,0,0
0,54,8.75882e+12,-168.56,-690.245,449.906,-157.655,0,0
0,55,7.71927e+12,196.237,-464.028,210.811,141.714,0,0
0,56,9.68189e+12,-660.792,-926.539,1144.8,-718.831,0,0
0,57,1.94844e+12,-797.562,-13.1285,-33.5352,-579.799,0,0
0,58,1.24746e+12,482.843,-509.136,262.446,368.099,0,0
0,59,6.2007e+12,7.62918,459.44,-134.483,-70.734,0,0
0,60,2.84967e+12,878.088,-961.87,1308.43,1212.71,0,0
0,61,7.03605e+12,273.237,720.487,-641.03,138.404,0,0
0,62,4.59318e+12,311.282,600.438,-438.712,121.659,0,0
0,63,4.0182e+12,425.459,908.47,-897.982,390.151,0,0
0,64,3.95569e+12,33.0598,-893.92,799.366,90.9196,0,0
0,65,7.44876e+12,-546.922,533.346,-355.993,-361.608,0,0
0,66,4.71523e+12,764.989,-693.455,626.823,873.152,0,0
0,67,5.99586e+12,247.291,-583.909,380.45,179.597,0,0
0,68,2.92831e+12,213.245,16.9882,-76.1818,99.8361,0,0
0,69,1.12218e+12,-714.996,965.471,-1186.74,-822.71,0,0
0,70,6.5338e+12,-795.632,724.206,-878.382,-953.444,0,0
0,71,1.19633e+12,-429.412,-530.104,459.1,-379.303,0,0
